obs_id,station_id,episode_id,x_m,y_m,inlet_height_m,site_type,interval_start_utc,interval_end_utc,no2_ug_m3,sigma_ug_m3
STA-E03-ST04-2,ST04,3,66000.0,132000.0,5.50,suburban_industrial,1690016400,1690020000,-3.5570,3.1473
STA-E03-ST04-3,ST04,3,66000.0,132000.0,5.50,suburban_industrial,1690020000,1690023600,2.2025,3.1117
STA-E03-ST04-4,ST04,3,66000.0,132000.0,5.50,suburban_industrial,1690023600,1690027200,0.1281,3.4259
STA-E03-ST04-5,ST04,3,66000.0,132000.0,5.50,suburban_industrial,1690027200,1690030800,4.0897,3.2954
STA-E03-ST05-0,ST05,3,191000.0,92000.0,3.50,urban_traffic,1690009200,1690012800,7.1041,1.7984
STA-E03-ST05-1,ST05,3,191000.0,92000.0,3.50,urban_traffic,1690012800,1690016400,7.4135,2.1377
STA-E03-ST05-2,ST05,3,191000.0,92000.0,3.50,urban_traffic,1690016400,1690020000,0.8880,2.2689
STA-E03-ST05-3,ST05,3,191000.0,92000.0,3.50,urban_traffic,1690020000,1690023600,-2.2126,2.1946
STA-E03-ST05-4,ST05,3,191000.0,92000.0,3.50,urban_traffic,1690023600,1690027200,4.5245,1.8833
STA-E03-ST05-5,ST05,3,191000.0,92000.0,3.50,urban_traffic,1690027200,1690030800,-1.0449,2.0529
STA-E03-ST06-0,ST06,3,209000.0,118000.0,8.00,suburban_background,1690009200,1690012800,-0.1110,2.5730
STA-E03-ST06-1,ST06,3,209000.0,118000.0,8.00,suburban_background,1690012800,1690016400,3.8352,2.2885
STA-E03-ST06-2,ST06,3,209000.0,118000.0,8.00,suburban_background,1690016400,1690020000,1.3888,2.2213
STA-E03-ST06-3,ST06,3,209000.0,118000.0,8.00,suburban_background,1690020000,1690023600,1.2400,2.0530
STA-E03-ST06-4,ST06,3,209000.0,118000.0,8.00,suburban_background,1690023600,1690027200,2.8804,2.3848
STA-E03-ST06-5,ST06,3,209000.0,118000.0,8.00,suburban_background,1690027200,1690030800,-2.0137,2.6313
STA-E03-ST07-0,ST07,3,72000.0,24000.0,4.50,rural_background,1690009200,1690012800,2.6040,2.5588
STA-E03-ST07-1,ST07,3,72000.0,24000.0,4.50,rural_background,1690012800,1690016400,1.9828,2.2111
STA-E03-ST07-2,ST07,3,72000.0,24000.0,4.50,rural_background,1690016400,1690020000,-1.4054,2.0730
STA-E03-ST07-3,ST07,3,72000.0,24000.0,4.50,rural_background,1690020000,1690023600,5.5655,2.3570
STA-E03-ST07-4,ST07,3,72000.0,24000.0,4.50,rural_background,1690023600,1690027200,1.8622,2.4931
STA-E03-ST07-5,ST07,3,72000.0,24000.0,4.50,rural_background,1690027200,1690030800,1.0225,2.3713
STA-E03-ST08-0,ST08,3,144000.0,28000.0,3.00,rural_traffic,1690009200,1690012800,1.4141,3.6568
STA-E03-ST08-1,ST08,3,144000.0,28000.0,3.00,rural_traffic,1690012800,1690016400,0.8639,3.3530
STA-E03-ST08-2,ST08,3,144000.0,28000.0,3.00,rural_traffic,1690016400,1690020000,3.9929,3.8018
STA-E03-ST08-3,ST08,3,144000.0,28000.0,3.00,rural_traffic,1690020000,1690023600,2.1895,3.2346
STA-E03-ST08-4,ST08,3,144000.0,28000.0,3.00,rural_traffic,1690023600,1690027200,1.7925,2.9491
STA-E03-ST08-5,ST08,3,144000.0,28000.0,3.00,rural_traffic,1690027200,1690030800,-0.0138,3.5265
STA-E03-ST09-0,ST09,3,30000.0,66000.0,4.00,suburban_traffic,1690009200,1690012800,15.9780,2.5083
STA-E03-ST09-1,ST09,3,30000.0,66000.0,4.00,suburban_traffic,1690012800,1690016400,9.3365,2.7141
STA-E03-ST09-2,ST09,3,30000.0,66000.0,4.00,suburban_traffic,1690016400,1690020000,6.2806,2.7710
STA-E03-ST09-3,ST09,3,30000.0,66000.0,4.00,suburban_traffic,1690020000,1690023600,6.4887,2.2831
STA-E03-ST09-4,ST09,3,30000.0,66000.0,4.00,suburban_traffic,1690023600,1690027200,5.3797,2.3968
STA-E03-ST09-5,ST09,3,30000.0,66000.0,4.00,suburban_traffic,1690027200,1690030800,5.4649,2.7199
STA-E03-ST10-0,ST10,3,96000.0,60000.0,6.00,rural_background,1690009200,1690012800,1.6880,3.4700
STA-E03-ST10-1,ST10,3,96000.0,60000.0,6.00,rural_background,1690012800,1690016400,-3.6530,3.3728
STA-E03-ST10-2,ST10,3,96000.0,60000.0,6.00,rural_background,1690016400,1690020000,3.3429,3.9686
STA-E03-ST10-3,ST10,3,96000.0,60000.0,6.00,rural_background,1690020000,1690023600,-0.5404,3.6188
STA-E03-ST10-4,ST10,3,96000.0,60000.0,6.00,rural_background,1690023600,1690027200,-1.1864,2.9981
STA-E03-ST10-5,ST10,3,96000.0,60000.0,6.00,rural_background,1690027200,1690030800,-6.3833,3.9700
STA-E03-ST11-0,ST11,3,176000.0,152000.0,5.00,suburban_background,1690009200,1690012800,9.2807,3.2370
STA-E03-ST11-1,ST11,3,176000.0,152000.0,5.00,suburban_background,1690012800,1690016400,11.8650,3.5662
STA-E03-ST11-2,ST11,3,176000.0,152000.0,5.00,suburban_background,1690016400,1690020000,5.8943,3.3865
STA-E03-ST11-3,ST11,3,176000.0,152000.0,5.00,suburban_background,1690020000,1690023600,8.7299,3.4157
STA-E03-ST11-4,ST11,3,176000.0,152000.0,5.00,suburban_background,1690023600,1690027200,8.8169,3.2145
STA-E03-ST11-5,ST11,3,176000.0,152000.0,5.00,suburban_background,1690027200,1690030800,3.3900,3.4656
STA-E03-ST12-0,ST12,3,46000.0,158000.0,9.50,rural_background,1690009200,1690012800,2.9678,3.0169
STA-E03-ST12-1,ST12,3,46000.0,158000.0,9.50,rural_background,1690012800,1690016400,4.3286,3.5055
STA-E03-ST12-2,ST12,3,46000.0,158000.0,9.50,rural_background,1690016400,1690020000,0.5686,3.2270
STA-E03-ST12-3,ST12,3,46000.0,158000.0,9.50,rural_background,1690020000,1690023600,0.8300,3.2188
STA-E03-ST12-4,ST12,3,46000.0,158000.0,9.50,rural_background,1690023600,1690027200,-1.5156,3.3059
STA-E03-ST12-5,ST12,3,46000.0,158000.0,9.50,rural_background,1690027200,1690030800,2.7382,3.2496
STA-E04-ST01-0,ST01,4,14000.0,118000.0,3.50,urban_traffic,1690531200,1690534800,8.5218,4.1198
STA-E04-ST01-1,ST01,4,14000.0,118000.0,3.50,urban_traffic,1690534800,1690538400,7.0817,3.5960
STA-E04-ST01-2,ST01,4,14000.0,118000.0,3.50,urban_traffic,1690538400,1690542000,9.4109,3.7583
STA-E04-ST01-3,ST01,4,14000.0,118000.0,3.50,urban_traffic,1690542000,1690545600,3.8661,3.2867
STA-E04-ST01-4,ST01,4,14000.0,118000.0,3.50,urban_traffic,1690545600,1690549200,6.2364,3.8332
STA-E04-ST01-5,ST01,4,14000.0,118000.0,3.50,urban_traffic,1690549200,1690552800,3.5781,3.2005
STA-E04-ST02-0,ST02,4,121500.0,101000.0,4.00,urban_background,1690531200,1690534800,15.7948,3.2380
STA-E04-ST02-1,ST02,4,121500.0,101000.0,4.00,urban_background,1690534800,1690538400,8.5894,2.7718
STA-E04-ST02-2,ST02,4,121500.0,101000.0,4.00,urban_background,1690538400,1690542000,9.4859,2.7799
STA-E04-ST02-3,ST02,4,121500.0,101000.0,4.00,urban_background,1690542000,1690545600,10.5075,2.5554
STA-E04-ST02-4,ST02,4,121500.0,101000.0,4.00,urban_background,1690545600,1690549200,12.4575,3.1936
STA-E04-ST02-5,ST02,4,121500.0,101000.0,4.00,urban_background,1690549200,1690552800,14.0163,3.3412
STA-E04-ST03-0,ST03,4,104000.0,88000.0,3.00,urban_traffic,1690531200,1690534800,21.0767,3.3018
STA-E04-ST03-1,ST03,4,104000.0,88000.0,3.00,urban_traffic,1690534800,1690538400,18.8211,3.1439
STA-E04-ST03-2,ST03,4,104000.0,88000.0,3.00,urban_traffic,1690538400,1690542000,13.6679,2.7997
STA-E04-ST03-3,ST03,4,104000.0,88000.0,3.00,urban_traffic,1690542000,1690545600,9.2299,2.4503
STA-E04-ST03-4,ST03,4,104000.0,88000.0,3.00,urban_traffic,1690545600,1690549200,16.3558,2.5282
STA-E04-ST03-5,ST03,4,104000.0,88000.0,3.00,urban_traffic,1690549200,1690552800,20.7451,3.1806
STA-E04-ST04-0,ST04,4,66000.0,132000.0,5.50,suburban_industrial,1690531200,1690534800,13.9451,2.9105
STA-E04-ST04-1,ST04,4,66000.0,132000.0,5.50,suburban_industrial,1690534800,1690538400,4.8420,2.9732
STA-E04-ST04-2,ST04,4,66000.0,132000.0,5.50,suburban_industrial,1690538400,1690542000,4.5830,2.9855
STA-E04-ST04-3,ST04,4,66000.0,132000.0,5.50,suburban_industrial,1690542000,1690545600,2.6314,3.2241
STA-E04-ST04-4,ST04,4,66000.0,132000.0,5.50,suburban_industrial,1690545600,1690549200,6.7956,3.4092
STA-E04-ST04-5,ST04,4,66000.0,132000.0,5.50,suburban_industrial,1690549200,1690552800,7.6972,2.9261
STA-E04-ST05-0,ST05,4,191000.0,92000.0,3.50,urban_traffic,1690531200,1690534800,18.3046,2.2108
STA-E04-ST05-1,ST05,4,191000.0,92000.0,3.50,urban_traffic,1690534800,1690538400,9.7763,2.1528
STA-E04-ST05-2,ST05,4,191000.0,92000.0,3.50,urban_traffic,1690538400,1690542000,12.3906,2.3470
STA-E04-ST05-3,ST05,4,191000.0,92000.0,3.50,urban_traffic,1690542000,1690545600,12.7993,2.0189
STA-E04-ST05-4,ST05,4,191000.0,92000.0,3.50,urban_traffic,1690545600,1690549200,13.4324,2.0933
STA-E04-ST05-5,ST05,4,191000.0,92000.0,3.50,urban_traffic,1690549200,1690552800,14.5687,2.5031
STA-E04-ST06-0,ST06,4,209000.0,118000.0,8.00,suburban_background,1690531200,1690534800,2.0261,2.3347
STA-E04-ST06-1,ST06,4,209000.0,118000.0,8.00,suburban_background,1690534800,1690538400,-0.0410,2.1273
STA-E04-ST06-2,ST06,4,209000.0,118000.0,8.00,suburban_background,1690538400,1690542000,6.5615,2.1312
STA-E04-ST06-3,ST06,4,209000.0,118000.0,8.00,suburban_background,1690542000,1690545600,1.6310,2.0611
STA-E04-ST06-4,ST06,4,209000.0,118000.0,8.00,suburban_background,1690545600,1690549200,0.7170,2.1365
STA-E04-ST06-5,ST06,4,209000.0,118000.0,8.00,suburban_background,1690549200,1690552800,5.4030,2.2062
STA-E04-ST07-0,ST07,4,72000.0,24000.0,4.50,rural_background,1690531200,1690534800,6.3243,2.5729
STA-E04-ST07-1,ST07,4,72000.0,24000.0,4.50,rural_background,1690534800,1690538400,6.0820,2.5616
STA-E04-ST07-2,ST07,4,72000.0,24000.0,4.50,rural_background,1690538400,1690542000,1.8783,2.1440
STA-E04-ST07-3,ST07,4,72000.0,24000.0,4.50,rural_background,1690542000,1690545600,-2.6848,2.3827
STA-E04-ST07-4,ST07,4,72000.0,24000.0,4.50,rural_background,1690545600,1690549200,-1.0865,2.0889
STA-E04-ST07-5,ST07,4,72000.0,24000.0,4.50,rural_background,1690549200,1690552800,3.2130,2.2076
STA-E04-ST08-0,ST08,4,144000.0,28000.0,3.00,rural_traffic,1690531200,1690534800,19.0102,3.7343
STA-E04-ST08-1,ST08,4,144000.0,28000.0,3.00,rural_traffic,1690534800,1690538400,10.6964,3.9144
STA-E04-ST08-2,ST08,4,144000.0,28000.0,3.00,rural_traffic,1690538400,1690542000,14.7163,3.8185
STA-E04-ST08-3,ST08,4,144000.0,28000.0,3.00,rural_traffic,1690542000,1690545600,5.9181,3.2282
STA-E04-ST08-4,ST08,4,144000.0,28000.0,3.00,rural_traffic,1690545600,1690549200,11.6907,3.6375
STA-E04-ST08-5,ST08,4,144000.0,28000.0,3.00,rural_traffic,1690549200,1690552800,14.9692,3.8088
STA-E04-ST09-0,ST09,4,30000.0,66000.0,4.00,suburban_traffic,1690531200,1690534800,61.6509,4.7009
STA-E04-ST09-1,ST09,4,30000.0,66000.0,4.00,suburban_traffic,1690534800,1690538400,47.7430,4.0111
STA-E04-ST09-2,ST09,4,30000.0,66000.0,4.00,suburban_traffic,1690538400,1690542000,34.8655,3.3969
STA-E04-ST09-3,ST09,4,30000.0,66000.0,4.00,suburban_traffic,1690542000,1690545600,28.1815,3.3369
STA-E04-ST09-4,ST09,4,30000.0,66000.0,4.00,suburban_traffic,1690545600,1690549200,34.8798,3.2150
STA-E04-ST09-5,ST09,4,30000.0,66000.0,4.00,suburban_traffic,1690549200,1690552800,41.2583,3.9203
STA-E04-ST10-0,ST10,4,96000.0,60000.0,6.00,rural_background,1690531200,1690534800,15.1836,3.9435
STA-E04-ST10-1,ST10,4,96000.0,60000.0,6.00,rural_background,1690534800,1690538400,12.4000,3.4382
STA-E04-ST10-2,ST10,4,96000.0,60000.0,6.00,rural_background,1690538400,1690542000,10.9193,3.6517
STA-E04-ST10-3,ST10,4,96000.0,60000.0,6.00,rural_background,1690542000,1690545600,9.5991,3.8000
STA-E04-ST10-4,ST10,4,96000.0,60000.0,6.00,rural_background,1690545600,1690549200,-1.8598,3.9630
STA-E04-ST10-5,ST10,4,96000.0,60000.0,6.00,rural_background,1690549200,1690552800,13.9674,3.9549
STA-E04-ST11-0,ST11,4,176000.0,152000.0,5.00,suburban_background,1690531200,1690534800,1.7683,3.3263
STA-E04-ST11-1,ST11,4,176000.0,152000.0,5.00,suburban_background,1690534800,1690538400,0.0850,3.2532
STA-E04-ST11-2,ST11,4,176000.0,152000.0,5.00,suburban_background,1690538400,1690542000,-0.3104,3.5045
STA-E04-ST11-3,ST11,4,176000.0,152000.0,5.00,suburban_background,1690542000,1690545600,12.6521,3.4255
STA-E04-ST11-4,ST11,4,176000.0,152000.0,5.00,suburban_background,1690545600,1690549200,5.6535,3.8425
STA-E04-ST11-5,ST11,4,176000.0,152000.0,5.00,suburban_background,1690549200,1690552800,-0.2771,3.1227
STA-E04-ST12-0,ST12,4,46000.0,158000.0,9.50,rural_background,1690531200,1690534800,-0.5422,3.0582
STA-E04-ST12-1,ST12,4,46000.0,158000.0,9.50,rural_background,1690534800,1690538400,-3.8615,3.3715
STA-E04-ST12-2,ST12,4,46000.0,158000.0,9.50,rural_background,1690538400,1690542000,1.0944,2.8443
STA-E04-ST12-3,ST12,4,46000.0,158000.0,9.50,rural_background,1690542000,1690545600,0.2406,3.0009
STA-E04-ST12-4,ST12,4,46000.0,158000.0,9.50,rural_background,1690545600,1690549200,-0.7491,3.5640
STA-E04-ST12-5,ST12,4,46000.0,158000.0,9.50,rural_background,1690549200,1690552800,3.1992,3.5977
STA-E05-ST01-0,ST01,5,14000.0,118000.0,3.50,urban_traffic,1690959600,1690963200,3.4585,3.9930
STA-E05-ST01-1,ST01,5,14000.0,118000.0,3.50,urban_traffic,1690963200,1690966800,-5.5322,3.2493
STA-E05-ST01-2,ST01,5,14000.0,118000.0,3.50,urban_traffic,1690966800,1690970400,4.5319,3.2408
STA-E05-ST01-3,ST01,5,14000.0,118000.0,3.50,urban_traffic,1690970400,1690974000,5.3740,3.8022
STA-E05-ST01-4,ST01,5,14000.0,118000.0,3.50,urban_traffic,1690974000,1690977600,4.2880,3.8602
STA-E05-ST01-5,ST01,5,14000.0,118000.0,3.50,urban_traffic,1690977600,1690981200,-0.7993,3.8818
STA-E05-ST02-0,ST02,5,121500.0,101000.0,4.00,urban_background,1690959600,1690963200,56.9986,4.7354
STA-E05-ST02-1,ST02,5,121500.0,101000.0,4.00,urban_background,1690963200,1690966800,42.6123,3.8303
STA-E05-ST02-2,ST02,5,121500.0,101000.0,4.00,urban_background,1690966800,1690970400,32.8335,3.3677
STA-E05-ST02-3,ST02,5,121500.0,101000.0,4.00,urban_background,1690970400,1690974000,20.6950,3.1201
STA-E05-ST02-4,ST02,5,121500.0,101000.0,4.00,urban_background,1690974000,1690977600,28.6243,3.1626
STA-E05-ST02-5,ST02,5,121500.0,101000.0,4.00,urban_background,1690977600,1690981200,25.2636,3.0143
STA-E05-ST03-0,ST03,5,104000.0,88000.0,3.00,urban_traffic,1690959600,1690963200,33.3817,3.3643
STA-E05-ST03-1,ST03,5,104000.0,88000.0,3.00,urban_traffic,1690963200,1690966800,17.5390,2.8781
STA-E05-ST03-2,ST03,5,104000.0,88000.0,3.00,urban_traffic,1690966800,1690970400,15.9108,2.8069
STA-E05-ST03-3,ST03,5,104000.0,88000.0,3.00,urban_traffic,1690970400,1690974000,5.2713,3.0617
STA-E05-ST03-4,ST03,5,104000.0,88000.0,3.00,urban_traffic,1690974000,1690977600,9.2707,2.4193
STA-E05-ST03-5,ST03,5,104000.0,88000.0,3.00,urban_traffic,1690977600,1690981200,10.3550,2.4068
STA-E05-ST04-0,ST04,5,66000.0,132000.0,5.50,suburban_industrial,1690959600,1690963200,3.9842,3.2674
STA-E05-ST04-1,ST04,5,66000.0,132000.0,5.50,suburban_industrial,1690963200,1690966800,4.3562,3.0084
STA-E05-ST04-2,ST04,5,66000.0,132000.0,5.50,suburban_industrial,1690966800,1690970400,4.6482,3.0971
STA-E05-ST04-3,ST04,5,66000.0,132000.0,5.50,suburban_industrial,1690970400,1690974000,9.7910,2.8989
STA-E05-ST04-4,ST04,5,66000.0,132000.0,5.50,suburban_industrial,1690974000,1690977600,6.8057,3.4493
STA-E05-ST04-5,ST04,5,66000.0,132000.0,5.50,suburban_industrial,1690977600,1690981200,2.8401,3.4024
STA-E05-ST05-0,ST05,5,191000.0,92000.0,3.50,urban_traffic,1690959600,1690963200,67.3143,5.0353
STA-E05-ST05-1,ST05,5,191000.0,92000.0,3.50,urban_traffic,1690963200,1690966800,49.6944,3.8542
STA-E05-ST05-2,ST05,5,191000.0,92000.0,3.50,urban_traffic,1690966800,1690970400,31.1183,3.1970
STA-E05-ST05-3,ST05,5,191000.0,92000.0,3.50,urban_traffic,1690970400,1690974000,27.0676,2.8856
STA-E05-ST05-4,ST05,5,191000.0,92000.0,3.50,urban_traffic,1690974000,1690977600,25.7006,2.8936
STA-E05-ST05-5,ST05,5,191000.0,92000.0,3.50,urban_traffic,1690977600,1690981200,31.8495,2.7246
STA-E05-ST06-0,ST06,5,209000.0,118000.0,8.00,suburban_background,1690959600,1690963200,77.0805,5.6069
STA-E05-ST06-1,ST06,5,209000.0,118000.0,8.00,suburban_background,1690963200,1690966800,66.9934,5.1889
STA-E05-ST06-2,ST06,5,209000.0,118000.0,8.00,suburban_background,1690966800,1690970400,44.5695,4.0845
STA-E05-ST06-3,ST06,5,209000.0,118000.0,8.00,suburban_background,1690970400,1690974000,40.7979,3.6559
STA-E05-ST06-4,ST06,5,209000.0,118000.0,8.00,suburban_background,1690974000,1690977600,34.9660,3.3376
STA-E05-ST06-5,ST06,5,209000.0,118000.0,8.00,suburban_background,1690977600,1690981200,41.3798,3.5411
STA-E05-ST07-0,ST07,5,72000.0,24000.0,4.50,rural_background,1690959600,1690963200,6.4628,2.1887
STA-E05-ST07-1,ST07,5,72000.0,24000.0,4.50,rural_background,1690963200,1690966800,3.4382,2.4741
STA-E05-ST07-2,ST07,5,72000.0,24000.0,4.50,rural_background,1690966800,1690970400,3.9764,2.1108
STA-E05-ST07-3,ST07,5,72000.0,24000.0,4.50,rural_background,1690970400,1690974000,-0.4454,2.2711
STA-E05-ST07-4,ST07,5,72000.0,24000.0,4.50,rural_background,1690974000,1690977600,-0.8778,2.6968
STA-E05-ST07-5,ST07,5,72000.0,24000.0,4.50,rural_background,1690977600,1690981200,0.7197,2.1622
STA-E05-ST08-0,ST08,5,144000.0,28000.0,3.00,rural_traffic,1690959600,1690963200,9.0745,3.5515
STA-E05-ST08-1,ST08,5,144000.0,28000.0,3.00,rural_traffic,1690963200,1690966800,3.5916,3.7431
STA-E05-ST08-2,ST08,5,144000.0,28000.0,3.00,rural_traffic,1690966800,1690970400,2.2753,3.0413
STA-E05-ST08-3,ST08,5,144000.0,28000.0,3.00,rural_traffic,1690970400,1690974000,4.3133,3.7445
STA-E05-ST08-4,ST08,5,144000.0,28000.0,3.00,rural_traffic,1690974000,1690977600,6.7556,3.5917
STA-E05-ST08-5,ST08,5,144000.0,28000.0,3.00,rural_traffic,1690977600,1690981200,-0.6845,3.0441
STA-E05-ST09-0,ST09,5,30000.0,66000.0,4.00,suburban_traffic,1690959600,1690963200,15.1248,2.4150
STA-E05-ST09-1,ST09,5,30000.0,66000.0,4.00,suburban_traffic,1690963200,1690966800,7.5625,2.2293
STA-E05-ST09-2,ST09,5,30000.0,66000.0,4.00,suburban_traffic,1690966800,1690970400,8.4904,2.6912
STA-E05-ST09-3,ST09,5,30000.0,66000.0,4.00,suburban_traffic,1690970400,1690974000,10.5819,2.5782
STA-E05-ST09-4,ST09,5,30000.0,66000.0,4.00,suburban_traffic,1690974000,1690977600,6.4053,2.6768
STA-E05-ST09-5,ST09,5,30000.0,66000.0,4.00,suburban_traffic,1690977600,1690981200,5.7835,2.7582
STA-E05-ST10-0,ST10,5,96000.0,60000.0,6.00,rural_background,1690959600,1690963200,7.8340,3.4457
STA-E05-ST10-1,ST10,5,96000.0,60000.0,6.00,rural_background,1690963200,1690966800,9.1779,3.7644
STA-E05-ST10-2,ST10,5,96000.0,60000.0,6.00,rural_background,1690966800,1690970400,3.2591,3.1163
STA-E05-ST10-3,ST10,5,96000.0,60000.0,6.00,rural_background,1690970400,1690974000,-0.1204,3.2145
STA-E05-ST10-4,ST10,5,96000.0,60000.0,6.00,rural_background,1690974000,1690977600,2.9933,3.1076
STA-E05-ST10-5,ST10,5,96000.0,60000.0,6.00,rural_background,1690977600,1690981200,1.8980,3.6172
STA-E05-ST11-0,ST11,5,176000.0,152000.0,5.00,suburban_background,1690959600,1690963200,5.1981,3.4044
STA-E05-ST11-1,ST11,5,176000.0,152000.0,5.00,suburban_background,1690963200,1690966800,2.3545,3.1016
STA-E05-ST11-2,ST11,5,176000.0,152000.0,5.00,suburban_background,1690966800,1690970400,1.7869,3.8008
STA-E05-ST11-3,ST11,5,176000.0,152000.0,5.00,suburban_background,1690970400,1690974000,1.7824,3.1003
STA-E05-ST11-4,ST11,5,176000.0,152000.0,5.00,suburban_background,1690974000,1690977600,0.6656,3.7639
STA-E05-ST11-5,ST11,5,176000.0,152000.0,5.00,suburban_background,1690977600,1690981200,1.1395,3.3958
STA-E05-ST12-0,ST12,5,46000.0,158000.0,9.50,rural_background,1690959600,1690963200,0.0444,2.8762
STA-E05-ST12-1,ST12,5,46000.0,158000.0,9.50,rural_background,1690963200,1690966800,1.8567,3.0272
STA-E05-ST12-2,ST12,5,46000.0,158000.0,9.50,rural_background,1690966800,1690970400,2.5725,3.5066
STA-E05-ST12-3,ST12,5,46000.0,158000.0,9.50,rural_background,1690970400,1690974000,-2.8241,3.2826
STA-E05-ST12-4,ST12,5,46000.0,158000.0,9.50,rural_background,1690974000,1690977600,6.3927,2.9610
STA-E05-ST12-5,ST12,5,46000.0,158000.0,9.50,rural_background,1690977600,1690981200,1.5510,3.2284
STA-E06-ST01-0,ST01,6,14000.0,118000.0,3.50,urban_traffic,1696323600,1696327200,-3.5139,3.3086
STA-E06-ST01-1,ST01,6,14000.0,118000.0,3.50,urban_traffic,1696327200,1696330800,-3.0184,3.9975
STA-E06-ST01-2,ST01,6,14000.0,118000.0,3.50,urban_traffic,1696330800,1696334400,-1.5166,3.0929
STA-E06-ST01-3,ST01,6,14000.0,118000.0,3.50,urban_traffic,1696334400,1696338000,2.6022,3.7737
STA-E06-ST01-4,ST01,6,14000.0,118000.0,3.50,urban_traffic,1696338000,1696341600,-5.3065,3.3986
STA-E06-ST01-5,ST01,6,14000.0,118000.0,3.50,urban_traffic,1696341600,1696345200,-1.4265,3.0819
STA-E06-ST02-0,ST02,6,121500.0,101000.0,4.00,urban_background,1696323600,1696327200,12.2548,2.8555
STA-E06-ST02-1,ST02,6,121500.0,101000.0,4.00,urban_background,1696327200,1696330800,10.0782,2.7563
STA-E06-ST02-2,ST02,6,121500.0,101000.0,4.00,urban_background,1696330800,1696334400,18.7352,3.1601
STA-E06-ST02-3,ST02,6,121500.0,101000.0,4.00,urban_background,1696334400,1696338000,11.8836,2.7188
STA-E06-ST02-4,ST02,6,121500.0,101000.0,4.00,urban_background,1696338000,1696341600,20.0599,2.7841
STA-E06-ST02-5,ST02,6,121500.0,101000.0,4.00,urban_background,1696341600,1696345200,27.9457,3.6698
STA-E06-ST03-0,ST03,6,104000.0,88000.0,3.00,urban_traffic,1696323600,1696327200,2.7246,2.9680
STA-E06-ST03-1,ST03,6,104000.0,88000.0,3.00,urban_traffic,1696327200,1696330800,-0.7176,2.7420
STA-E06-ST03-2,ST03,6,104000.0,88000.0,3.00,urban_traffic,1696330800,1696334400,2.2622,2.4449
STA-E06-ST03-3,ST03,6,104000.0,88000.0,3.00,urban_traffic,1696334400,1696338000,3.7829,2.7718
STA-E06-ST03-4,ST03,6,104000.0,88000.0,3.00,urban_traffic,1696338000,1696341600,5.6493,2.7569
STA-E06-ST03-5,ST03,6,104000.0,88000.0,3.00,urban_traffic,1696341600,1696345200,10.9497,2.7829
STA-E06-ST04-0,ST04,6,66000.0,132000.0,5.50,suburban_industrial,1696323600,1696327200,-0.2484,2.7425
STA-E06-ST04-1,ST04,6,66000.0,132000.0,5.50,suburban_industrial,1696327200,1696330800,3.5957,3.6143
STA-E06-ST04-2,ST04,6,66000.0,132000.0,5.50,suburban_industrial,1696330800,1696334400,3.0476,3.5983
STA-E06-ST04-3,ST04,6,66000.0,132000.0,5.50,suburban_industrial,1696334400,1696338000,-0.9803,3.1690
STA-E06-ST04-4,ST04,6,66000.0,132000.0,5.50,suburban_industrial,1696338000,1696341600,4.8817,3.5848
STA-E06-ST04-5,ST04,6,66000.0,132000.0,5.50,suburban_industrial,1696341600,1696345200,-0.8205,3.3979
STA-E06-ST05-0,ST05,6,191000.0,92000.0,3.50,urban_traffic,1696323600,1696327200,0.8989,1.9056
STA-E06-ST05-1,ST05,6,191000.0,92000.0,3.50,urban_traffic,1696327200,1696330800,3.5706,2.0095
STA-E06-ST05-2,ST05,6,191000.0,92000.0,3.50,urban_traffic,1696330800,1696334400,1.4713,2.0124
STA-E06-ST05-3,ST05,6,191000.0,92000.0,3.50,urban_traffic,1696334400,1696338000,4.3166,2.0515
STA-E06-ST05-4,ST05,6,191000.0,92000.0,3.50,urban_traffic,1696338000,1696341600,1.5128,1.9562
STA-E06-ST05-5,ST05,6,191000.0,92000.0,3.50,urban_traffic,1696341600,1696345200,0.9808,2.0114
STA-E06-ST06-0,ST06,6,209000.0,118000.0,8.00,suburban_background,1696323600,1696327200,8.5122,2.2672
STA-E06-ST06-1,ST06,6,209000.0,118000.0,8.00,suburban_background,1696327200,1696330800,7.8334,2.7016
STA-E06-ST06-2,ST06,6,209000.0,118000.0,8.00,suburban_background,1696330800,1696334400,11.6699,2.2913
STA-E06-ST06-3,ST06,6,209000.0,118000.0,8.00,suburban_background,1696334400,1696338000,14.5587,2.3624
STA-E06-ST06-4,ST06,6,209000.0,118000.0,8.00,suburban_background,1696338000,1696341600,10.9970,2.4251
STA-E06-ST06-5,ST06,6,209000.0,118000.0,8.00,suburban_background,1696341600,1696345200,15.9819,2.3817
STA-E06-ST07-0,ST07,6,72000.0,24000.0,4.50,rural_background,1696323600,1696327200,2.2335,2.7210
STA-E06-ST07-1,ST07,6,72000.0,24000.0,4.50,rural_background,1696327200,1696330800,2.0033,2.3663
STA-E06-ST07-2,ST07,6,72000.0,24000.0,4.50,rural_background,1696330800,1696334400,0.9440,2.2512
STA-E06-ST07-3,ST07,6,72000.0,24000.0,4.50,rural_background,1696334400,1696338000,-1.5330,2.4361
STA-E06-ST07-4,ST07,6,72000.0,24000.0,4.50,rural_background,1696338000,1696341600,-1.4743,2.4584
STA-E06-ST07-5,ST07,6,72000.0,24000.0,4.50,rural_background,1696341600,1696345200,7.6083,2.6945
